(embryonic) hindbrain flexure	UBERON:0005820
coronary artery	UBERON:0001621
coronary capillary	UBERON:0006966
coronary ligament	UBERON:0013138
coronary ligament of liver	UBERON:0013138
coronary sinus	UBERON:0005438
coronary sinus valve	UBERON:0004150
coronary vein	UBERON:0004148
coronary vessel	UBERON:0005985
coronoid bone	UBERON:0011598
coronoid fang	UBERON:4200238
coronoid process of mandible	UBERON:0004660
coronoid process of the ulna	UBERON:0010994
coronoid process of ulna	UBERON:0010994
coronoid teeth	UBERON:0011603
coronoid tooth	UBERON:0011603
coronomeckelian	UBERON:2001274
corpora lutea	UBERON:0002512
corpora quadrigemina	UBERON:0002259
corpus	UBERON:3000645
corpus (caudatus)	UBERON:0002630
corpus (os sphenoidale)	UBERON:0009639
corpus albicans	UBERON:0000450
corpus albicans of ovary	UBERON:0000450
corpus allatum	UBERON:0001057
corpus callosum	UBERON:0002336
corpus callosum body	UBERON:0015510
corpus callosum genu	UBERON:0015599
corpus callosum radiation	UBERON:0035924
corpus callosum splenium	UBERON:0015708
corpus callosum, splenium	UBERON:0015708
corpus cardiacum	UBERON:0001056
corpus cavernosum	UBERON:0006609
corpus cavernosum clitoridis	UBERON:0006608
corpus cavernosum maxillaris	UBERON:0013658
corpus cavernosum of clitoris	UBERON:0006608
corpus cavernosum of penis	UBERON:0004713
corpus cavernosum penis	UBERON:0004713
corpus cerebelli	UBERON:2000188
corpus cerebellum	UBERON:2000188
corpus costae	UBERON:0002231
corpus epididymis	UBERON:0004359
corpus femoris	UBERON:0006862
corpus fibulae	UBERON:0013279
corpus gastricum (ventriculare)	UBERON:0001161
corpus gastricum (ventriculare) mucosa	UBERON:0004995
corpus gastricum (ventriculare) mucosa of organ	UBERON:0004995
corpus gastricum (ventriculare) mucous membrane	UBERON:0004995
corpus gastricum (ventriculare) organ mucosa	UBERON:0004995
corpus gastricum (ventriculare) submucosa	UBERON:0004934
corpus geniculatum externum, nucleus accessorius	UBERON:0002480
corpus geniculatum laterale, pars oralis	UBERON:0002480
corpus geniculatum laterales	UBERON:0001926
corpus geniculatum mediale	UBERON:0001927
corpus geniculatus mediale, pars magnocelluaris	UBERON:0002759
corpus humeri	UBERON:0004652
corpus linguae	UBERON:0011876
corpus luteum	UBERON:0002512
corpus luteum of ovary	UBERON:0002512
corpus mamillare	UBERON:0002206
corpus mandibulae	UBERON:0011309
corpus medullare cerebri	UBERON:0008967
corpus ossis metacarpi	UBERON:0013752
corpus papillary	UBERON:0001992
corpus pineale	UBERON:0001905
corpus radii	UBERON:0001028
corpus restiforme	UBERON:0002163
corpus spongiosum of penis	UBERON:0011183
corpus striatum	UBERON:0000369
corpus tibiae	UBERON:0013280
corpus ulnae	UBERON:0001010
corpus ultimopharyngeum	UBERON:0003092
corpus uteri	UBERON:0009853
corpus ventriculi lateralis	UBERON:0002655
corpus vertebra	UBERON:0001075
corpus vertebrae (vertebrale)	UBERON:0001075
corpuscle of de Quatrefage	UBERON:0009956
corpuscle of golgi-mazzoni	UBERON:0003719
corpuscles of Stannius	UBERON:2001200
corpusculum lamellosum	UBERON:0003719
corpusculum renale	UBERON:0001229
corpusculum sensorium fusiforme	UBERON:0012457
cortex	UBERON:0001851
cortex (glandula suprarenalis)	UBERON:0001235
cortex of adrenal gland	UBERON:0001235
cortex of cerebellar hemisphere	UBERON:0002129
cortex of cerebral hemisphere	UBERON:0000956
cortex of cerebral hemisphere lobe	UBERON:0016529
cortex of cerebral lobe	UBERON:0016529
cortex of coat hair	UBERON:0002077
cortex of coat/hair	UBERON:0002077
cortex of frontal lobe	UBERON:0001870
cortex of hair	UBERON:0002077
cortex of humerus	UBERON:0004109
cortex of inferior colliculus	UBERON:0002577
cortex of insula	UBERON:0034891
cortex of island	UBERON:0002022
cortex of island marginal branch of cingulate sulcus	UBERON:0002713
cortex of island marginal ramus of cingulate sulcus	UBERON:0002713
cortex of island marginal sulcus	UBERON:0002713
cortex of kidney	UBERON:0001225
cortex of left adrenal gland	UBERON:0035825
cortex of left suprarenal gland	UBERON:0035825
cortex of lens	UBERON:0000389
cortex of limbic lobe	UBERON:0016542
cortex of lobe of cerebral hemisphere	UBERON:0016529
cortex of lymph node	UBERON:0002006
cortex of manus bone	UBERON:0005809
cortex of occipital lobe	UBERON:0016540
cortex of organ	UBERON:0001851
cortex of ovary	UBERON:0013191
cortex of parietal lobe	UBERON:0016530
cortex of right adrenal gland	UBERON:0035827
cortex of right suprarenal gland	UBERON:0035827
cortex of suprarenal gland	UBERON:0001235
cortex of temporal lobe	UBERON:0016538
cortex of the humerus	UBERON:0004109
cortex of thymus	UBERON:0002123
cortex ovarii (zona parenchymatosa)	UBERON:0013191
cortex piriformis	UBERON:0004725
cortex renalis	UBERON:0001225
cortical amygdaloid nucleus	UBERON:0002891
cortical arch of kidney	UBERON:0009650
cortical bone	UBERON:0001439
cortical bone tissue	UBERON:0001439
cortical cerebral vein	UBERON:0016559
cortical collecting duct	UBERON:0004203
cortical intermediate zone	UBERON:0004040
cortical interstitial tissue of left kidney	UBERON:0018117
cortical interstitial tissue of right kidney	UBERON:0018118
cortical layer I	UBERON:0005390
cortical layer II	UBERON:0005391
cortical layer III	UBERON:0005392
cortical layer IV	UBERON:0005393
cortical layer V	UBERON:0005394
cortical layer VI	UBERON:0005395
cortical marginal layer	UBERON:0014935
cortical marginal zone	UBERON:0014935
cortical plate	UBERON:0005343
cortical preplate	UBERON:0034711
cortical region of bone	UBERON:0001439
cortical subplate	UBERON:0004035
cortical thick ascending limb of Henle's loop	UBERON:0006854
cortico-pontine fibers	UBERON:0022271
cortico-pontine fibers, pontine part	UBERON:0022271
corticobulbar tract	UBERON:0022272
corticomedial nuclear complex	UBERON:0006108
corticomedial nuclear group	UBERON:0006108
corticomedial nuclei of amygdala	UBERON:0006108
corticopontine fibers	UBERON:0022271
corticopontine fibers of pons	UBERON:0022271
corticopontine fibers set	UBERON:0022271
corticopontine fibres	UBERON:0022271
corticospinal decussation	UBERON:0002755
corticospinal fibers	UBERON:0002707
corticospinal tract	UBERON:0002707
corticospinal tract, crossed	UBERON:0002589
corticospinal tract, uncrossed	UBERON:0002760
corticotectal fibers	UBERON:0002556
corticotectal fibres	UBERON:0002556
corticotectal tract	UBERON:0002556
cosmine	UBERON:4000087
cosmoid scale	UBERON:4000081
cosmoid scale tissue	UBERON:4000087
costa I	UBERON:0004601
costa II	UBERON:0004602
costa III	UBERON:0004603
costa IV	UBERON:0004604
costa IX	UBERON:0004608
costa V	UBERON:0004605
costa VI	UBERON:0004606
costa VII	UBERON:0004607
costa VIII	UBERON:0010757
costa X	UBERON:0004609
costa XI	UBERON:0004610
costa XII	UBERON:0004611
costa fluitante	UBERON:0002239
costa lumbalis	UBERON:0018146
costa prima (I)	UBERON:0004601
costa prima [I]	UBERON:0004601
costa secunda (II)	UBERON:0004602
costa secunda [II]	UBERON:0004602
costa spuria	UBERON:0002238
costa vera	UBERON:0002237
costal arch	UBERON:0002225
costal capitulum	UBERON:0011651
costal cartilage	UBERON:0002236
costal diaphragm	UBERON:0035831
costal folds	UBERON:3010231
costal grooves	UBERON:3010229
costal part of diaphragm	UBERON:0035831
costal plate of carapace	UBERON:0014708
costal protuberances	UBERON:3010227
costo sternal joint	UBERON:0001998
costo-cervical trunk	UBERON:0004688
costocervical trunk	UBERON:0004688
costochondral joint	UBERON:0002293
costochondral junction	UBERON:0002293
costochondral synchondrosis	UBERON:0002293
costodiaphragmatic recess	UBERON:0035468
costophrenic angle	UBERON:0035468
costosternal joint	UBERON:0001998
costotransverse joint	UBERON:0011967
costovertebral joint	UBERON:0002292
costovertebral synovial joint	UBERON:0002292
cotyla	UBERON:4200050
cotylephore	UBERON:2002114
cotylephores	UBERON:2002114
cotyloid notch	UBERON:4200051
couinaud hepatic segment I	UBERON:0001117
courtship gland	UBERON:3010802
cow dung	UBERON:0001988
cow pat	UBERON:0001988
coxal bone	UBERON:0001272
coxal gland	UBERON:0009965
cranial II	UBERON:0000941
cranial NCC population	UBERON:0003099
cranial appendage	UBERON:0006969
cranial arachnoid mater	UBERON:0005397
cranial articular process of lumbar vertebra	UBERON:0008456
cranial articular process of thoracic vertebra	UBERON:0008460
cranial articular process of vertebra	UBERON:0001079
cranial base	UBERON:0002517
cranial blood vasculature	UBERON:0011362
cranial blood vessel	UBERON:0011362
cranial bone	UBERON:0004766
cranial carotid artery	UBERON:0001532
cranial cartilage	UBERON:0003933
cranial cavity	UBERON:0013411
cranial colliculus	UBERON:0001945
cranial colliculus commissure	UBERON:0002583
cranial conduit	UBERON:0013685
cranial crest	UBERON:3010071
cranial deep lymph node	UBERON:0015926
cranial deep node	UBERON:0015926
cranial division of the internal carotid artery	UBERON:2001059
cranial dura mater	UBERON:0002092
cranial dural venous sinus	UBERON:0005486
cranial flexure	UBERON:0005818
cranial foramen	UBERON:0013685
cranial fossa	UBERON:0008789
cranial ganglion	UBERON:0001714
cranial ganglion part of peripheral nervous system	UBERON:0001714
cranial ganglion/nerve	UBERON:0001714
cranial glands	UBERON:3010604
cranial lobe of lung	UBERON:0008948
cranial lymph vasculature	UBERON:0011363
cranial lymph vessel	UBERON:0011363
cranial mesonephric tubule	UBERON:0005104
cranial midline area	UBERON:1000002
cranial muscle	UBERON:0002376
cranial nerve	UBERON:0001785
cranial nerve 0	UBERON:0002924
cranial nerve 0 root	UBERON:0014641
cranial nerve II	UBERON:0000941
cranial nerve IV	UBERON:0001644
cranial nerve V, branch V1	UBERON:0000348
cranial nerve VIII	UBERON:0001648
cranial nerve XI	UBERON:0002019
cranial nerve XII	UBERON:0001650
cranial nerve ganglion	UBERON:0001714
cranial nerve nucleus	UBERON:0000126
cranial nerve root	UBERON:0006843
cranial nerve sensory ganglion	UBERON:0009992
cranial nerve zero	UBERON:0002924
cranial neural crest	UBERON:0003099
cranial neural ganglion	UBERON:0001714
cranial neural nucleus	UBERON:0000126
cranial neural root	UBERON:0006843
cranial neural tree organ	UBERON:0001785
cranial neural tree organ ganglion	UBERON:0001714
cranial neuron projection bundle	UBERON:0034713
cranial neuropore	UBERON:0005070
cranial or facial muscle	UBERON:0015789
cranial paraxial mesenchyme	UBERON:0009617
cranial paraxial mesoderm	UBERON:0009617
cranial part of prostate	UBERON:0035766
cranial placode	UBERON:0002546
cranial salt gland	UBERON:0004759
cranial sensory ganglion	UBERON:0009992
cranial skeletal system	UBERON:0010323
cranial skeleton	UBERON:0010323
cranial suspensory ligament	UBERON:0008848
cranial suture	UBERON:0003685
cranial suture of articulatio cartilaginea	UBERON:0004273
cranial suture of cartilaginous joint	UBERON:0004273
cranial sutures of articulatio cartilaginea	UBERON:0004273
cranial sutures of cartilaginous joint	UBERON:0004273
cranial sutures set of articulatio cartilaginea	UBERON:0004273
cranial sutures set of cartilaginous joint	UBERON:0004273
cranial synchondrosis	UBERON:0001725
cranial vagina	UBERON:0003974
cranial vasculature	UBERON:0002200
cranial vault	UBERON:0004339
cranial/facial muscle	UBERON:0015789
craniocervical muscle	UBERON:0010959
craniocervical region	UBERON:0007811
craniocervical region musculature	UBERON:0008229
craniocervical region vein	UBERON:0009141
craniocervical vein	UBERON:0009141
craniofacial suture	UBERON:0009198
craniomandibular joint	UBERON:0011171
craniopalatine foramen	UBERON:3010563
craniopharyngeal canal	UBERON:0016881
craniovertebral joint	UBERON:0000220
cranium	UBERON:0003128
cranium bone	UBERON:0004766
cranium cartilage	UBERON:0003933
cranium suture	UBERON:0003685
cranium suture of articulatio cartilaginea	UBERON:0004273
cranium suture of cartilaginous joint	UBERON:0004273
cremaster	UBERON:0008488
cremaster muscle	UBERON:0008488
cremasteric artery	UBERON:0034693
cremasteric part of inferior epigastric artery	UBERON:0034693
crena analis	UBERON:0016411
crena analis; Crena ani	UBERON:0016411
crena ani	UBERON:0016411
crena interglutealis	UBERON:0016411
crest	UBERON:4200133
cribiform plate of ethmoid bone	UBERON:0004546
cribriform plate	UBERON:0004546
crico-arytenoid	UBERON:0010932
crico-arytenoid joint	UBERON:0011122
crico-arytenoid ligament	UBERON:0013170
crico-arytenoid muscle	UBERON:0010932
crico-esophageal tendon	UBERON:0011165
crico-oesophageal tendon	UBERON:0011165
crico-pharyngeal ligament	UBERON:0013167
crico-thyroid ligament	UBERON:0013171
cricoarytenoid	UBERON:0010932
cricoarytenoid articulation	UBERON:0011122
cricoarytenoid joint	UBERON:0011122
cricoarytenoid ligament	UBERON:0013170
cricoarytenoid muscle	UBERON:0010932
cricoarytenoideus	UBERON:0010932
cricoesophageal tendon	UBERON:0011165
cricoid cartilage	UBERON:0002375
cricoid pre-cartilage condensation	UBERON:0010214
cricopharyngeal ligament	UBERON:0013167
cricopharyngeal part of inferior constrictor pharyngeus	UBERON:0010928
cricopharyngeal part of inferior pharyngeal constrictor	UBERON:0010928
cricopharyngeal part of inferior pharyngeal constrictor muscle	UBERON:0010928
cricopharyngeus	UBERON:0010928
cricopharyngeus muscle	UBERON:0010928
cricopharyngeus portion of the inferior pharyngeal constrictor	UBERON:0010928
cricothyroid	UBERON:0001566
cricothyroid articulation	UBERON:0011121
cricothyroid joint	UBERON:0011121
cricothyroid ligament	UBERON:0013171
cricothyroid muscle	UBERON:0001566
cricothyroideus	UBERON:0001566
cricotracheal ligament	UBERON:0013172
crista ampullaris	UBERON:0004721
crista ampullaris neuroepithelium	UBERON:0006935
crista bicipitalis	UBERON:4200048
crista contacta	UBERON:3000110
crista dentalis of maxilla	UBERON:3000111
crista dentalis of premaxilla	UBERON:3000112
crista dorsalis humeri	UBERON:3000756
crista hypertrophica ischium	UBERON:3000880
crista intermedia	UBERON:3000113
crista interna	UBERON:3000647
crista ischii	UBERON:3000874
crista lateralis humeri	UBERON:3000836
crista lateralis of premaxilla	UBERON:3000115
crista longitudinalis scapula	UBERON:3000825
crista marginalis (dentis)	UBERON:0016934
crista marginalis dentis	UBERON:0016934
crista marginalis of tooth	UBERON:0016934
crista medialis humeri	UBERON:3000837
crista obliqua (corona dentis)	UBERON:0016933
crista obliqua dentis	UBERON:0016933
crista of ampulla of anterior semicircular duct of membranous laybrinth	UBERON:0007274
crista of ampulla of lateral semicircular duct of membranous laybrinth	UBERON:0007276
crista of ampulla of posterior semicircular duct of membranous laybrinth	UBERON:0007275
crista of tooth	UBERON:0016930
crista of urethra	UBERON:0012296
crista phallica	UBERON:0012297
crista praeopercularis	UBERON:3000648
crista radii	UBERON:3000839
crista sterni	UBERON:4200069
crista subnasalis	UBERON:3000117
crista supraorbitalis	UBERON:3000118
crista temporalis mandibulae	UBERON:0004661
crista terminalis	UBERON:0005979
crista terminalis atrii dextri	UBERON:0005979
crista terminalis cordis	UBERON:0005979
crista terminalis of right atrium	UBERON:0005979
crista tibiofibularis	UBERON:4200052
crista transversalis (corona dentis)	UBERON:0016931
crista transversalis dentis	UBERON:0016931
crista transversalis of tooth	UBERON:0016931
crista triangularis (corona dentis)	UBERON:0016932
crista triangularis dentis	UBERON:0016932
crista triangularis of tooth	UBERON:0016932
crista tuberculi majoris	UBERON:4200048
crista urethralis	UBERON:0012296
crista urethralis femininae	UBERON:0012298
crista urethralis masculinae	UBERON:0012297
crista ventralis	UBERON:0002498
crista ventralis	UBERON:3000736
crista ventralis humeri	UBERON:3000736
crista vomeri	UBERON:3000661
crop	UBERON:0007356
crossed pyramidal tract	UBERON:0002589
crossed tecto-bulbar tract	UBERON:2000335
crotaphion	UBERON:0013412
croup	UBERON:0005473
crown of molar tooth	UBERON:0003955
crown of tooth	UBERON:0003675
cruciate ligament of atlas	UBERON:0011106
cruciate ligament of dens	UBERON:0011106
cruciate ligament of knee	UBERON:0006659
cruciate sulci	UBERON:0013590
cruciate sulcus	UBERON:0013590
cruciate sulcus of campbell	UBERON:0002595
cruciform ligament of atlas	UBERON:0011106
cruciform ligament of dens	UBERON:0011106
crura cerebri	UBERON:0002631
crural diaphragm	UBERON:0014765
crural feather	UBERON:0018689
crural skeleton	UBERON:0010720
